title,url,publication_date,summary,source_id,category_id,author_id,source_type,title_preprocesado,preprocesado,bert,bert_label
Escrito en una servilleta: Los salvadoreños internacionales,https://www.contrapunto.com.sv/escrito-en-una-servilleta-los-salvadorenos-internacionales/,2023-11-14T12:14:07-06:00,"""El caso de los salvadoreños es especial, porque es un grupo que, perversamente, fue forzado a migrar; fue forzado a ser un eterno indocumentado usando como depredadores la pobreza, la represión y la inseguridad"": René Martínez Pineda.",Diario Digital Contra Punto,Opinión,,Web Page,escrito servilleta salvadoreños internacionales,caso salvadoreños especial grupo perversamente forzado migrar forzado ser eterno indocumentado usando depredadores pobreza represión inseguridad rené martínez pineda,1 star,NEGATIVA
"No llores por mí, Argentina",https://www.contrapunto.com.sv/no-llores-por-mi-argentina/,2023-11-12T17:23:59-06:00,,Diario Digital Contra Punto,Opinión,,Web Page,llores argentina,,2 stars,NEUTRAL
¿Es que hay una Guerra Santa?,https://www.contrapunto.com.sv/es-que-hay-una-guerra-santa/,2023-11-11T14:55:09-06:00,"""La situación mundial cada día es más peligrosa y enredada. En el Medio Oriente hace ya un mes que arreció el conflicto entre Israel y Palestina"": Carlos Velis.",Diario Digital Contra Punto,Opinión,,Web Page,guerra santa,situación mundial cada día peligrosa enredada medio oriente hace me arreció conflicto israel palestina carlos velis,1 star,NEGATIVA
Asamblea Legislativa aprueba Ley del Sistema Nacional de Integración,https://www.contrapunto.com.sv/asamblea-legislativa-aprueba-la-ley-del-sistema-nacional-de-integracion/,2023-11-15T13:47:27-06:00,"La Ley del Sistema Nacional de Integración permitirá al gobierno del presidente, Nayib Bukele, ejecutar la fase VI del Plan Control Territorial.",Diario Digital Contra Punto,Política,,Web Page,asamblea legislativa aprueba ley sistema nacional integración,ley sistema nacional integración permitirá gobierno presidente nayib bukele ejecutar fase vi plan control territorial,5 stars,POSITIVA
Estos serán los cierres de calles por eventos de Miss Universo 2023,https://www.contrapunto.com.sv/estos-seran-los-cierres-de-calles-por-eventos-de-miss-universo-2023/,2023-11-15T11:13:27-06:00,"Tome nota si este 15, 16 y 18 de noviembre planea transitar por los alrededores del Gimnasio Nacional y sobre el bulevar Los Héroes, ya que habrá paso restringido.
",Diario Digital Contra Punto,Política,,Web Page,cierres calles eventos miss universo 2023,tome nota si 15 16 18 noviembre planea transitar alrededores gimnasio nacional bulevar héroes paso restringido,1 star,NEGATIVA
"Vicepresidente, Félix Ulloa, preside Conferencia Regional sobre Modelos de Desarrollo",https://www.contrapunto.com.sv/vicepresidente-felix-ulloa-preside-conferencia-regional-sobre-modelos-de-desarrollo/,2023-11-14T16:12:58-06:00,"El Vicepresidente de la República, Félix Ulloa, encabezó la Conferencia Regional sobre Modelos de Desarrollo durante la Presidencia Pro Tempore del SICA",Diario Digital Contra Punto,Política,,Web Page,vicepresidente félix ulloa preside conferencia regional modelos desarrollo,vicepresidente república félix ulloa encabezó conferencia regional modelos desarrollo presidencia pro tempore sica,5 stars,POSITIVA
Aprobada la Ley del Instituto Nacional de Capacitación y Formación por la Asamblea Legislativa,https://www.contrapunto.com.sv/aprobada-la-ley-del-instituto-nacional-de-capacitacion-y-formacion-por-la-asamblea-legislativa/,2023-11-15T17:30:22-06:00,"La Asamblea Legislativa aprobó la ""Ley del Instituto Nacional de Capacitación y Formación"" (INCAF), con la cual se disolverá el Instituto Salvadoreño de Formación Profesional (INSAFORP).",Diario Digital Contra Punto,Sociedad,,Web Page,aprobada ley instituto nacional capacitación formación asamblea legislativa,asamblea legislativa aprobó ley instituto nacional capacitación formación incaf disolverá instituto salvadoreño formación profesional insaforp,1 star,NEGATIVA
Biblioteca Nacional de El Salvador es inaugurada,https://www.contrapunto.com.sv/biblioteca-nacional-de-el-salvador-es-inaugurada/,2023-11-14T23:13:47-06:00,"La Biblioteca Nacional de El Salvador (BINAES) es inaugurada, esta cuenta con 7 niveles, los cuales estarán disponibles al público 24/7. ",Diario Digital Contra Punto,Sociedad,,Web Page,biblioteca nacional salvador inaugurada,biblioteca nacional salvador binaes inaugurada cuenta 7 niveles cuales disponibles público 247,5 stars,POSITIVA
ORMUSA convoca a mujeres y personas LGBTI a participar en concurso de fotografía,https://www.contrapunto.com.sv/ormusa-convoca-a-mujeres-y-personas-lgbti-a-participar-en-concurso-de-fotografia/,2023-11-14T12:52:12-06:00,"ORMUSA anuncia primer concurso nacional de fotografía bajo el título ""Historias de Fortaleza y Resiliencia: Mujeres y Personas LGBTI Frente a la Violación de Derechos Humanos"".",Diario Digital Contra Punto,Sociedad,,Web Page,ormusa convoca mujeres persona lgbti participar concurso fotografía,ormusa anuncia primer concurso nacional fotografía bajo título historias fortaleza resiliencia mujeres persona lgbti frente violación derechos humanos,5 stars,POSITIVA
Lotería dedica sorteo a FOVIAL,https://www.contrapunto.com.sv/loteria-dedica-sorteo-a-fovial/,2023-11-15T16:10:31-06:00,"“La conectividad que FOVIAL proporciona es vital para desarrollar nuestra sociedad”: Lotería.
",Diario Digital Contra Punto,Economía,,Web Page,lotería dedica sorteo fovial,conectividad fovial proporciona vital desarrollar sociedad lotería,4 stars,NEUTRAL
SISTEMA FEDECRÉDITO realiza el primer sorteo de la promoción “Gana Fácil”,https://www.contrapunto.com.sv/sistema-fedecredito-realiza-el-primer-sorteo-de-la-promocion-gana-facil/,2023-11-09T21:49:54-06:00,"En este primer sorteo de la promoción ""Gana Fácil"" de FEDECRÉDITO fueron 228 los felices ganadores, con premios como pick up, motos y dinero en efectivo.",Diario Digital Contra Punto,Economía,,Web Page,sistema fedecrédito realiza primer sorteo promoción gana fácil,primer sorteo promoción gana fácil fedecrédito 228 felices ganadores premios pick up motos dinero efectivo,5 stars,POSITIVA
"Lotería beneficia a 1,083 salvadoreños con Brigadas Médicas en octubre",https://www.contrapunto.com.sv/loteria-beneficia-a-1083-salvadorenos-con-brigadas-medicas-en-octubre/,2023-11-09T12:09:20-06:00,"“Estamos transformando la vida de muchas personas: jugadores, agentes vendedores, beneficiarios y todos aquellos con quienes tenemos alguna relación como institución”: Lotería.",Diario Digital Contra Punto,Economía,,Web Page,lotería beneficia 1083 salvadoreños brigadas médicas octubre,transformando vida muchas persona jugadores agentes vendedores beneficiarios aquellos alguna relación institución lotería,5 stars,POSITIVA
Lanzamiento Oficial de Revista Cinco en el Centro Español,https://www.contrapunto.com.sv/lanzamiento-oficial-de-revista-cinco-en-el-centro-espanol/,2023-11-15T15:24:40-06:00,"Revista Cinco es una iniciativa periodística autogestionada enfocada en el abordaje del arte, la cultura y la sociedad desde una perspectiva crítica. ",Diario Digital Contra Punto,Cultura,,Web Page,lanzamiento oficial revista cinco centro español,revista cinco iniciativa periodística autogestionada enfocada abordaje arte cultura sociedad perspectiva crítica,4 stars,NEUTRAL
Francisco Gattorno y Helena Haro actuarán en la comedia de Julio Yúdice “La Balada de Hortensia”,https://www.contrapunto.com.sv/francisco-gattorno-y-helena-haro-actuaran-en-la-comedia-de-julio-yudice-la-balada-de-hortensia/,2023-11-08T10:59:02-06:00,"“La Balada de Hortensia”, comedia de Julio Yúdice, tendrá como coprotagonistas a Francisco Gattorno, conocido en su papel en ""El Señor de los Cielos"", y Helena Haro, actriz de ""El Juego de las Llaves"".",Diario Digital Contra Punto,Cultura,,Web Page,francisco gattorno helena haro actuarán comedia julio yúdice balada hortensia,balada hortensia comedia julio yúdice coprotagonistas francisco gattorno conocido papel señor cielos helena haro actriz juego llaves,3 stars,NEUTRAL
MUPI en Seminario para el patrimonio audiovisual y cinematográfico en Costa Rica,https://www.contrapunto.com.sv/mupi-en-seminario-para-el-patrimonio-audiovisual-y-cinematografico-en-costa-rica/,2023-11-03T12:32:25-06:00,"El objetivo de este taller en que participa el MUPI, es establecer las bases de un catálogo compartido dentro de la Red Centroamericana y del Caribe del Patrimonio Fílmico y Audiovisual.",Diario Digital Contra Punto,Cultura,,Web Page,mupi seminario patrimonio audiovisual cinematográfico costa rica,objetivo taller participa mupi establecer base catálogo compartido dentro red centroamericana caribe patrimonio fílmico audiovisual,4 stars,NEUTRAL
Inicia torneo de surf “Alas Pro Tour 2023” en playa Las Flores,https://www.contrapunto.com.sv/inicia-torneo-de-surf-alas-pro-tour-2023-en-playa-las-flores/,2023-11-10T17:01:09-06:00,"Inicia Surf City El Salvador Alas Pro Tour 2023 con 197 atletas de 18 países en la playa Las Flores, San Miguel. Este es el sexto torneo de surf en el año que se desarrolla en el país.",Diario Digital Contra Punto,Deportes,,Web Page,inicia torneo surf ala pro tour 2023 playa flores,inicia surf city salvador ala pro tour 2023 197 atletas 18 países playa flores san miguel sexto torneo surf año desarrolla país,5 stars,POSITIVA
Yamil Bukele es nombrado presidente del Comité de Competición de FIBA Américas,https://www.contrapunto.com.sv/yamil-bukele-es-nombrado-presidente-del-comite-de-competicion-de-fiba-americas/,2023-10-20T11:54:10-06:00,"El presidente ad honorem del INDES, Yamil Bukele, fue designado como presidente del Comité de Competición de FIBA Américas, su periodo en el nuevo cargo será de cuatro años.",Diario Digital Contra Punto,Deportes,,Web Page,yamil bukele nombrado presidente comité competición fiba américas,presidente ad honorem indes yamil bukele designado presidente comité competición fiba américas periodo nuevo cargo cuatro años,5 stars,POSITIVA
"Extécnico de la Selecta, Hugo Pérez, ganaba mensualmente $30.000",https://www.contrapunto.com.sv/extecnico-de-la-selecta-hugo-perez-ganaba-mensualmente-30-000/,2023-10-17T18:13:16-06:00,"El extécnico de la Selecta, Hugo Pérez, tenía un salario mensual de $30,000, lo que equivale a una aproximación de $360,000 anuales, según lo dio a conocer un medio hondureño.",Diario Digital Contra Punto,Deportes,,Web Page,extécnico selecta hugo pérez ganaba mensualmente 30000,extécnico selecta hugo pérez salario mensual 30000 equivale aproximación 360000 anuales según dio conocer medio hondureño,1 star,NEGATIVA
"Acapulco de mi corazón, tercera parte",https://www.contrapunto.com.sv/acapulco-de-mi-corazon-tercera-parte/,2023-11-10T12:30:11-06:00,"""Acapulco la perla del pacífico con su concierto de luces titilando por la bahía"": Gabriel Otero. ",Diario Digital Contra Punto,Opinión,,Web Page,acapulco corazón tercera parte,acapulco perla pacífico concierto luce titilando bahía gabriel otero,5 stars,POSITIVA
Guerra Mundial,https://www.contrapunto.com.sv/guerra-mundial/,2023-11-08T07:34:59-06:00,,Diario Digital Contra Punto,Opinión,,Web Page,guerra mundial,,2 stars,NEUTRAL
Tinder y yo,https://www.contrapunto.com.sv/tinder-y-yo/,2023-11-07T08:34:40-06:00,"""El mundo de las citas en línea seguirá siendo popular mientras haya gente insatisfecha emocional o económicamente"": Nelson López Rojas. ",Diario Digital Contra Punto,Opinión,,Web Page,tinder,mundo citas línea seguirá siendo popular mientras gente insatisfecha emocional económicamente nelson lópez rojas,3 stars,NEUTRAL
Contra la mentalidad de escasez cultural,https://www.contrapunto.com.sv/contra-la-mentalidad-de-escasez-cultural/,2023-11-06T16:34:05-06:00,"""Los conceptos de “mentalidad de escasez” y “mentalidad de abundancia” se han propagado mucho en tiempos recientes, no solo en el ámbito de la psicología aplicada a los negocios y la autoayuda"": Rafael Francisco Góchez",Diario Digital Contra Punto,Opinión,,Web Page,mentalidad escasez cultural,conceptos mentalidad escasez mentalidad abundancia propagado tiempos recientes solo ámbito psicología aplicada negocios autoayuda rafael francisco góchez,1 star,NEGATIVA
Escrito en una servilleta: Estado de pérdidas y ganancias,https://www.contrapunto.com.sv/escrito-en-una-servilleta-estado-de-perdidas-y-ganancias/,2023-11-06T12:04:36-06:00,"""Y entonces, cuando detallo el penúltimo ingreso y el último egreso, ya no sé si tengo pérdidas vitales o si tengo ganancias románticas que hagan relevante mi vida"": René Martínez.",Diario Digital Contra Punto,Opinión,,Web Page,escrito servilleta pérdidas ganancias,entonces detallo penúltimo ingreso último egreso sé si pérdidas vitales si ganancias románticas hagan relevante vida rené martínez,1 star,NEGATIVA
"Acapulco de mi corazón, segunda parte",https://www.contrapunto.com.sv/acapulco-de-mi-corazon-segunda-parte/,2023-11-03T16:53:50-06:00,"No te recomiendo ver alguna cremación, los muertos tienen una breve resurrección por el calor de las flamas azules: Gabriel Otero.",Diario Digital Contra Punto,Opinión,,Web Page,acapulco corazón segunda parte,recomiendo ver alguna cremación muertos breve resurrección calor flamas azules gabriel otero,5 stars,POSITIVA
Los que vienen,https://www.contrapunto.com.sv/los-que-vienen/,2023-11-03T12:49:32-06:00,"""En la realidad nacional, desde el conflicto armado hasta la violencia reciente, hay (...) un listado interminable de desaparecidos que piden justicia"": Carlos Imendia.",Diario Digital Contra Punto,Opinión,,Web Page,vienen,realidad nacional conflicto armado violencia reciente listado interminable desaparecidos piden justicia carlos imendia,1 star,NEGATIVA
Los funerales del mundo,https://www.contrapunto.com.sv/los-funerales-del-mundo/,2023-11-03T10:21:19-06:00,,Diario Digital Contra Punto,Opinión,,Web Page,funerales mundo,,2 stars,NEUTRAL
"Terruqueo, manipulación e incompetencia. El caso Dreyfus peruano",https://www.contrapunto.com.sv/terruqueo-manipulacion-e-incompetencia-el-caso-dreyfus-peruano/,2023-11-01T17:28:55-06:00,"""La remoción de Javier Verastegui evidencia que el ya clásico terruqueo en la política peruana ha pasado a convertirse en una cacería de brujas en el cada vez menos democrático Perú"": Alejandro Herrera.",Diario Digital Contra Punto,Opinión,,Web Page,terruqueo manipulación incompetencia caso dreyfus peruano,remoción javier verastegui evidencia clásico terruqueo política peruana pasado convertirse cacería brujas cada vez menos democrático perú alejandro herrera,1 star,NEGATIVA
Sondeo: ¿A qué fórmula presidencial daría su voto si las Elecciones 2024 fueran hoy?,https://www.contrapunto.com.sv/sondeo-a-que-formula-presidencial-daria-su-voto-si-las-elecciones-2024-fueran-hoy/,2023-10-30T14:59:39-06:00,"
Para nosotros es importante conocer su opinión, por ello le invitamos a participar en el siguiente sondeo:
",Diario Digital Contra Punto,Opinión,,Web Page,sondeo fórmula presidencial daría voto si elecciones 2024 hoy,importante conocer opinión ello invitamos participar siguiente sondeo,4 stars,NEUTRAL
AMLO: Huir de la tragedia,https://www.contrapunto.com.sv/amlo-huir-de-la-tragedia/,2023-10-30T13:01:56-06:00,"Uno de los pilares de esa estrategia político-comunicacional es nunca dar lugar a que su persona se vea en medio de eventos trágicos – terremotos, huracanes, matanzas – y reunido con las víctimas de ese tipo de hechos",Diario Digital Contra Punto,Opinión,,Web Page,amlo huir tragedia,pilares estrategia políticocomunicacional nunca dar lugar persona vea medio eventos trágicos terremotos huracanes matanzas reunido víctimas tipo hechos,1 star,NEGATIVA
Escrito en una servilleta: 2024: el último clavo del ataúd,https://www.contrapunto.com.sv/escrito-en-una-servilleta-2024-el-ultimo-clavo-del-ataud/,2023-10-30T10:21:03-06:00,"""En 2024, el tren de la historia hará una parada técnica para que nos bajemos a poner el último clavo en el ataúd político de los infames"": René Martínez. ",Diario Digital Contra Punto,Opinión,,Web Page,escrito servilleta 2024 último clavo ataúd,2024 tren historia hará parada técnica bajemos poner último clavo ataúd político infames rené martínez,1 star,NEGATIVA
"Acapulco de mi corazón, primera parte",https://www.contrapunto.com.sv/acapulco-de-mi-corazon-primera-parte/,2023-10-27T11:10:36-06:00,"""Por los caminos del sur Julián se fue para Guerrero y descubrió que le faltaba un lucero que luego encontró en la ciudad capital"": Gabriel Otero.",Diario Digital Contra Punto,Opinión,,Web Page,acapulco corazón primera parte,caminos sur julián guerrero descubrió faltaba lucero luego encontró ciudad capital gabriel otero,1 star,NEGATIVA
Nayib Bukele ¿competirá por la reelección o un segundo período?,https://www.contrapunto.com.sv/nayib-bukele-competira-por-la-reeleccion-o-un-segundo-periodo-2/,2023-10-26T09:52:22-06:00,"""Existe la posibilidad -constitucional y legal- para que Nayib Bukele se inscriba como candidato"": abogado Juan Contreras.",Diario Digital Contra Punto,Opinión,,Web Page,nayib bukele competirá reelección segundo período,existe posibilidad constitucional legal nayib bukele inscriba candidato abogado juan contreras,1 star,NEGATIVA
"Marisa Lago, subsecretaria de Comercio Internacional de EE.UU. visitará El Salvador",https://www.contrapunto.com.sv/marisa-lago-subsecretaria-de-comercio-internacional-de-ee-uu-visitara-el-salvador/,2023-11-08T15:02:44-06:00,"La Subsecretaria de Comercio Internacional de los Estados Unidos, Marisa Lago, visitará a El Salvador y Costa Rica del 8 al 14 de noviembre de 2023.",Diario Digital Contra Punto,Internacionales,,Web Page,marisa lago subsecretaria comercio internacional eeuu visitará salvador,subsecretaria comercio internacional unidos marisa lago visitará salvador costa rica 8 14 noviembre 2023,1 star,NEGATIVA
